Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (1y)_Color,Max Realised Volatility 100d (1y)_Color,Mean Realised Volatility 100d (1y)_Color,Rvol 100d Percentile (%)_Color,Rvol 100d Z-Score Percentile (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color
12,MARA,"Marathon Digital Holdings, Inc.",15.89,52.94,67.88,-5.43,-6.61,67.88,108.01,92.05,0.0,0.27,80.23,88.18,97.38,-8.61,-49.99,130.38,,,,,,-29.51,"169,176",-11.67,19.58,"2,474,815",2.02,-0.73,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#F87171
160,DBX,"Dropbox, Inc.",28.97,23.22,21.81,-14.96,-18.66,21.81,41.58,35.22,0.0,1.88,33.41,31.65,35.4,-4.35,-4.94,,,,,,,-13.58,"6,221",41.61,157.49,"70,076",2.36,8.27,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
72,LI,Li-Cycle Holdings Corp.,24.1,48.03,43.91,-2.01,-9.86,43.91,65.88,58.29,0.66,0.81,53.63,58.45,69.02,8.67,-12.48,54.86,,,,,,-25.11,"15,505",-30.73,-77.35,"345,030",0.81,8.61,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
346,FWONK,Formula One Group,100.04,21.73,21.64,-1.57,-14.26,21.64,33.17,29.01,0.66,0.35,26.51,26.5,25.83,-13.54,-13.46,30.29,,1.34,,,,-4.19,211,7.11,23.39,952,3.03,3.93,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
140,DBRG,"DigitalBridge Group, Inc.",11.27,29.91,48.04,-10.58,-17.87,43.84,71.25,59.51,10.6,9.58,56.21,54.55,47.14,5.21,10.55,47.68,,,,,,0.9,"1,748",1.22,17.95,"87,828",0.05,0.28,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
122,INDI,"indie Semiconductor, Inc.",4.31,70.65,80.09,-5.04,-12.29,80.09,121.99,101.22,0.66,1.44,86.77,99.92,97.59,0.67,13.48,89.61,,6.76,,,,-17.5,"2,708",-34.03,-8.54,"114,323",0.49,0.25,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
200,ZTO,ZTO Express (Cayman) Inc.,18.02,29.43,33.87,-5.44,-13.19,31.39,41.45,37.83,13.25,9.13,36.81,36.99,45.59,-11.78,6.14,60.33,,,,,,-11.72,"1,515",-36.56,-26.74,"35,102",1.02,2.88,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
223,RNG,"RingCentral, Inc.",30.25,85.11,54.41,-5.33,-7.82,39.07,60.78,45.48,86.75,93.53,51.42,49.55,97.22,-28.74,96.45,44.88,,,,,,-42.81,"1,835",-24.45,-22.67,"24,688",-0.48,-0.36,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171
49,BE,Bloom Energy Corporation,52.45,82.5,75.44,0.21,-3.98,69.09,118.39,92.71,9.27,14.24,83.0,92.68,94.47,-3.79,-28.66,81.59,,-27.15,,,,-19.03,"47,878",-36.03,-20.94,"599,773",4.42,9.45,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
41,LYFT,"Lyft, Inc.",16.92,48.54,55.74,-5.3,-7.65,55.01,68.54,62.19,1.99,4.56,57.53,58.72,57.42,-23.26,-11.69,61.22,,4.16,,,,-1.69,"114,315",75.27,146.52,"737,620",2.35,2.97,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
231,IMCR,Immunocore Holdings plc,35.27,34.29,43.43,3.23,-3.74,37.32,51.36,44.82,44.37,37.83,44.63,42.85,50.82,-8.34,-11.22,50.12,,,,,,-7.38,"1,260",26.38,32.77,"20,191",0.0,0.31,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981
149,NICE,NICE Ltd.,137.29,56.96,40.54,-3.74,-6.97,35.06,47.92,42.61,25.17,29.26,43.93,41.77,39.61,1.91,-6.11,43.39,,-31.59,,,,0.93,"2,374",-58.3,-2.02,"82,266",5.12,5.44,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
39,SLB,Schlumberger Limited,35.0,29.51,34.88,-11.11,-21.47,28.59,46.01,39.58,31.79,24.79,39.13,36.58,45.78,-2.97,18.77,47.66,,-44.62,,,,-10.9,"29,346",-68.9,102.95,"743,246",-0.35,-1.72,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171
355,CDP,"CPI Aerostructures, Inc.",29.92,18.35,18.95,-1.6,-7.68,18.95,23.81,21.79,0.66,1.17,21.2,20.22,51.83,29.54,18.59,22.17,,,22.17,62.04,,-32.88,169,3.68,52.25,454,8.1,8.1,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
19,BABA,Alibaba Group Holding Limited,136.45,47.63,42.28,-1.0,-6.82,41.58,56.82,50.44,1.99,4.43,49.41,48.06,43.48,1.96,-15.16,40.46,,-3.58,40.11,,-4.4,-1.21,"269,104",-44.78,50.37,"1,526,781",5.48,19.62,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
78,ON,ON Semiconductor Corporation,47.79,64.52,59.33,-11.45,-14.49,39.87,73.75,60.9,33.77,44.85,62.81,57.62,87.56,46.1,50.04,,,,,,,-28.23,"35,739",138.75,15.51,"317,628",0.97,6.57,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
146,SSRM,SSR Mining Inc.,20.36,57.58,53.25,-1.65,-5.29,51.44,60.43,56.75,7.28,3.96,54.51,56.64,81.48,-41.87,86.39,43.67,,,,,,-28.22,"4,072",-13.45,52.8,"83,745",2.12,4.29,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
211,ATI,ATI Inc.,76.51,64.39,50.35,-8.07,-14.27,32.43,63.03,50.65,39.07,48.73,52.26,48.21,41.8,4.65,14.47,,,,,,,8.55,"4,732",-13.59,4.44,"30,401",4.8,7.39,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
52,MP,MP Materials Corp.,65.99,51.56,107.4,0.05,-1.17,59.08,111.58,81.96,76.16,91.88,91.7,83.28,80.77,5.24,-1.2,72.17,,-5.98,70.04,-5.88,-8.75,26.63,"45,563",-21.15,28.43,"569,944",15.29,9.22,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
249,MTN,"Vail Resorts, Inc.",159.18,24.55,29.58,-10.1,-18.67,29.58,40.51,36.22,0.0,1.19,34.66,33.21,33.87,5.63,4.45,37.03,,,37.03,1.27,9.73,-4.29,"1,374",45.4,7.76,"13,853",0.3,4.48,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
97,XRX,Xerox Holdings Corporation,3.8,100.78,79.13,-4.07,-6.83,44.57,89.05,66.11,84.77,85.73,73.08,67.82,104.03,9.59,8.31,,,,,,,-24.9,"2,033",0.3,7.11,"214,803",0.58,0.78,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
1,TSLA,"Tesla, Inc.",334.09,43.3,57.31,-12.31,-15.86,57.31,81.76,75.4,0.66,0.01,69.81,70.12,53.64,-3.36,-3.97,53.34,,-9.61,50.94,,-13.68,3.67,"2,153,908",72.22,39.16,"7,594,373",2.16,-2.08,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171
88,WDC,Western Digital Corporation,86.0,39.17,34.03,-13.29,-21.61,34.03,61.19,52.06,0.0,2.36,50.38,46.63,53.96,28.3,0.43,49.0,,12.34,,,,-19.92,"48,293",130.36,110.75,"271,904",2.02,4.0,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
32,RKLB,Rocket Lab Corporation,43.53,66.1,74.67,-2.08,-4.79,74.67,107.66,93.04,0.0,1.52,88.26,88.81,93.08,-18.79,-7.48,61.29,,,,,,-18.41,"287,364",142.63,68.44,"896,567",3.37,-2.87,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171
159,REAL,"The RealReal, Inc.",8.28,84.42,91.5,0.07,-0.57,84.51,103.76,96.82,13.91,10.8,90.72,91.86,71.29,-6.26,0.73,58.53,,-26.23,58.53,-27.24,-26.23,20.21,"2,168",13.93,14.53,"70,579",0.25,0.35,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
58,KHC,Kraft Heinz Company (The),26.93,32.03,26.47,-1.78,2.22,18.74,28.16,25.35,54.3,67.14,27.37,24.86,50.21,5.35,13.63,25.54,,-9.15,25.54,,-9.15,-23.74,"52,324",-23.37,320.51,"445,551",7.39,6.09,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
214,QD,Qudian Inc.,4.73,70.18,52.17,0.42,-9.31,48.3,75.06,60.66,21.19,17.99,56.22,61.87,93.18,11.36,50.16,110.34,,84.51,,,,-41.01,614,6.6,171.68,"29,529",0.01,2.13,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
194,BMRN,BioMarin Pharmaceutical Inc.,58.98,25.38,28.59,-4.88,-20.62,23.29,39.35,33.51,25.17,14.94,32.11,35.66,35.62,-4.88,-1.58,,,,,,,-7.03,"1,837",34.09,14.74,"37,395",-0.4,1.07,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981
8,AAL,"American Airlines Group, Inc.",13.44,56.96,55.45,-12.99,-14.48,43.43,68.46,58.64,33.77,36.1,57.85,54.95,98.53,72.47,74.31,136.54,,202.61,,,,-43.09,"108,991",-20.88,-6.21,"3,114,105",1.09,0.22,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
343,PATK,Patriot Battery Metals Inc.,111.94,33.39,32.59,-7.85,-10.03,32.41,39.93,36.88,1.99,0.59,34.83,35.85,44.57,1.8,19.63,50.73,,21.55,37.95,-9.12,-9.07,-11.99,220,-1.35,-2.65,"1,041",0.1,0.77,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
15,MSFT,Microsoft Corporation,505.35,18.18,21.43,-17.49,-19.95,21.43,32.53,27.65,0.66,2.62,26.09,24.61,22.96,-0.82,13.28,23.43,,44.34,23.59,-14.97,45.31,-1.53,"154,300",-33.75,-50.24,"2,326,932",2.47,1.45,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
75,CFLT,"Confluent, Inc.",19.23,123.57,82.1,-3.55,-3.31,48.99,88.72,72.36,84.77,82.81,79.53,72.61,63.64,-2.65,-5.68,70.0,,7.64,,,,18.46,"15,751",-10.35,-5.81,"333,258",0.32,4.85,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
71,DDOG,"Datadog, Inc.",132.6,43.39,41.88,-7.04,-7.27,36.43,50.51,44.91,18.54,18.15,44.5,42.97,49.66,6.21,20.14,40.76,,-3.32,,,,-7.78,"16,557",-23.5,-47.07,"348,621",0.48,5.03,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
121,CHGG,"Chegg, Inc.",1.6,112.08,109.91,3.02,2.17,85.57,122.32,108.54,55.63,55.69,112.51,105.41,171.0,26.6,31.27,177.9,,,,,,-61.1,"6,699",17.69,95.02,"114,953",3.2,3.55,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
153,LPSN,"LivePerson, Inc.",0.89,129.08,95.13,-1.22,0.23,79.38,116.74,99.25,35.76,36.79,102.38,100.88,137.51,-31.84,4.44,,,,,,,-42.37,"2,133",-64.08,-2.74,"77,368",1.16,1.27,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
184,AXON,"Axon Enterprise, Inc.",725.29,58.82,48.0,-4.42,-6.63,47.14,70.69,59.19,3.31,4.71,55.86,55.79,72.14,8.06,1.54,44.1,,,44.1,,,-24.14,"4,937",15.38,51.72,"43,455",1.6,3.86,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
179,UPWK,Upwork Inc.,16.45,51.77,46.43,-5.56,-6.25,45.71,62.3,53.0,3.31,4.83,48.82,53.12,68.61,-45.65,37.22,,,,,,,-22.18,"4,783",40.1,301.26,"45,279",-0.37,-0.05,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171
269,DVAX,Dynavax Technologies Corporation,10.13,35.37,42.74,0.45,-1.76,29.25,44.08,37.38,88.08,85.39,36.41,36.59,40.93,-68.7,-63.14,50.54,,,,,,1.81,"3,395",32.67,120.17,"10,223",10.3,19.02,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
176,IONS,"Ionis Pharmaceuticals, Inc.",60.49,92.38,58.61,-0.98,46.32,37.63,59.49,44.2,99.34,99.99,55.26,52.12,91.95,124.26,47.12,,,,,,,-33.34,"5,482",-58.94,9.66,"51,087",12.24,25.11,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
55,AFRM,"Affirm Holdings, Inc.",85.31,67.83,66.36,-8.2,-7.3,66.36,93.41,84.35,0.0,0.32,79.32,78.24,71.41,0.34,-30.99,70.53,,-13.63,61.18,-2.35,,-5.06,"65,133",-56.39,58.85,"501,366",7.73,6.09,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
84,W,Wayfair Inc.,79.33,54.35,66.45,-8.97,-13.07,57.46,99.03,83.9,25.17,13.26,81.37,75.37,91.14,15.31,-19.15,103.79,,-55.71,,,,-24.69,"23,067",24.3,-17.86,"292,187",1.14,-2.96,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171
